start_id,end_id
24030,युथः
16734,प्रमेहः
3560,शाला
2246,ह्रासः
13824,पदम्
6908,पूर्णिमा
32175,पौराणिकस्थानम्
40062,अभिनन्दनपत्रम्
29271,आप्तः
3258,परिवर्तनम्
4722,मानवकृति
35123,सादिक्रीडायुद्धम्
21691,आम्रः
30197,मार्गः
10045,कालः
23443,निग्रहस्थानम्
2317,खड्गः
26816,यन्त्रम्
23582,सूचिः
2333,वर्णः
16052,"रागः	सङ्गीते स्वराणां विशेषेण प्रकारेण तथा च क्रमेण कृतया रचनया भूतः गीतस्य आलेखः।:""भारतीयसङ्गीते षड् रागाः सन्ति इति मन्यते।""	noun:"""""
24016,उक्तिः
31218,छप्पय-छन्दः
4964,भण्डम्
32172,वादः
28547,उपकरणम्
30074,गन्धर्वः
13314,बाह्य-शारीरिक-भागः
34007,कर्म
5175,उपकरणम्
25352,पुरम्
3607,पौराणिकस्त्री
36241,शिला
40551,कुञ्जरी
25475,दर्शनशास्त्रम्
2953,वार्ता
35146,राज्यम्
7209,त्याग
2135,भवनम्
35883,क्रोधः
31514,तज्ज्ञः
5822,उपकरणम्
18467,मण्डलम्
17672,क्रम
31831,नरकः
17873,"रागः	सङ्गीते स्वराणां विशेषेण प्रकारेण तथा च क्रमेण कृतया रचनया भूतः गीतस्य आलेखः।:""भारतीयसङ्गीते षड् रागाः सन्ति इति मन्यते।""	noun:"""""
33569,कीटकः
31483,सोपानमार्गः
24936,पुरम्
13279,मनुष्यः
19609,क्रिया
5675,विबुध्
2749,प्राप्तिः
14497,शास्त्रम्
28761,शक्तिः
22905,शिवगणः
8206,भाषा
35766,कर्म
14851,तारा
2321,रेखा
35879,स्मरणम्
23410,श्रेणी
5399,खाद्यफलम्
17520,धर्मस्थलम्
12566,जाति
36595,क्रिया
29248,आप्तः
25425,पौराणिकस्त्री
5819,प्रणतिः
8360,कर्मकरः
6939,ज्ञानम्
1491,मानवकृति
24924,पुरम्
8659,अधिकारी
2142,वर्णः
6849,अस्त्रम्
12153,भूभागः
1802,भापनम्
11668,मनुष्यः
39227,पुत्रः
38821,दशा
3590,अलङ्कारः
19259,अप्सरसः
3793,अनुसंधानम्
33525,द्रविडः
15489,हरिद्रा
12925,क्रिया
25950,मण्डलम्
25339,पुरम्
5949,बाह्य-शारीरिक-भागः
1827,प्राप्तिः
39938,शास्त्रम्
1597,स्त्री
25729,असुरः
27007,कथा
30357,मण्डलम्
17070,मनुष्यः
3657,दशा
17829,अगदः
12489,पौराणिकपुरुषः
16684,रागिणी
37683,गर्तः
29848,विहारस्थलानि
31240,पौराणिकस्त्री
4128,शब्दः
22850,लता
25392,पुरम्
5283,संस्पर्शजः रोगः
32013,परिमाणम्
26344,पौराणिकस्थानम्
22460,मनोदशा
13996,स्थलम्
2556,शाला
3278,जाति
38358,अङ्कीयसङ्गणकम्
22176,घटना
14126,परामर्शकः
22408,जलौका
13946,अहङ्कारः
22475,असुरः
17356,साधुः
11353,पौराणिकपुरुषः
14391,गुणवत्ता
23393,क्षुपः
33241,अभ्यासः
28475,युथः
34021,पक्षः
22969,कार्यम्
15931,वृक्षः
29633,असुरः
16395,पूर्णिमा
849,बिडालजातीयपशुः
29971,असुरः
782,चान्द्रमासः
9585,वणिक्
825,तनया
23800,पौराणिकजीवः
5605,परामर्शः
17063,नदी
22591,भण्डम्
3339,साधनम्
17426,लिपिन्यासः
27972,निषेधः
35169,आदरः
16402,पौराणिकस्त्री
5101,खण्डः
40176,धनम्
13204,रागिणी
24162,राजधानी
26549,क्षुपः
23933,राजधानी
30030,असुरः
21113,अप्सरसः
18566,यज्ञः
35688,संस्था
11020,वेतनम्
10313,निवासी
4745,शास्त्रम्
26837,उपकरणम्
20620,पुराणम्
10729,वस्तुः
13359,परम्परा
16332,रागिणी
3815,क्रिया
10042,मनुष्यः
30120,पौराणिकपुरुषः
30443,शाला
5282,कर्म
3625,परिवर्तनम्
11696,लेखः
9887,भुवनम्
23455,अर्थः
5550,अधिकारी
2108,कालः
24725,मण्डलम्
37093,स्वरः
23207,पौराणिकपुरुषः
32204,अष्टतालः
1583,अमूर्तवस्तु
40157,वृत्तम्
29399,पौराणिकपुरुषः
29913,आप्तः
25193,मण्डलम्
8626,मानवकृति
286,जलम्
39121,परिचारिका
888,पौराणिकस्थानम्
1475,नदी
2463,दशा
12336,मानम्
8509,धर्म-कर्म
2593,खण्डः
16242,दिनम्
21365,वृक्षः
26648,ऋषिः
6982,अवधिः
4657,भूभागः
16729,"रागः	सङ्गीते स्वराणां विशेषेण प्रकारेण तथा च क्रमेण कृतया रचनया भूतः गीतस्य आलेखः।:""भारतीयसङ्गीते षड् रागाः सन्ति इति मन्यते।""	noun:"""""
37587,रासायनिकपदार्थः
2273,पुष्पम्
34047,वेतनम्
7247,कर्म
3514,क्रिया
33019,पौराणिकपुरुषः
8288,मानवकृति
26591,मनुष्यः
32455,भीष्मकमणिः
26595,नदी
26780,गजः
32217,मानम्
21136,असुरः
21070,युथः
37725,क्षेत्रम्
21520,आम्रः
22899,असुरः
22071,फलम्
17277,आकृतिः
762,उरगः
29891,ऋषिः
18205,दशा
17677,पौराणिकस्त्री
17345,वस्तुभागः
3470,शारीरिकभागः
15124,यन्त्रम्
31573,छप्पय-छन्दः
15156,विभूतिः
9757,काव्यग्रन्थः।
34159,समाप्तिः
14631,वृक्षः
16937,एकादशी
1955,जननाङ्गम्
4896,कर्म
2904,राजवंशः
4120,उपकरणम्
9927,वृक्षः
32255,वेत्रम्
1643,संवहनीवनस्पतिः
31219,वृत्तम्
25301,मण्डलम्
12480,अगदः
16980,पुष्पम्
10009,कर्म
9091,स्थानम्
3332,ऊर्मिः
26586,नदी
11866,सङ्ख्या
27921,शत्रुः
5146,वेदिका
215,आकरः
10391,मनुष्यः
29623,आप्तः
32029,अनुपलब्धिः
1983,कर्म
25695,पुरम्
38285,अधीश्वरः
31114,श्रद्धा
32825,स्थलम्
31930,अङ्कः
28701,अनुपलब्धिः
35027,योजना
13512,कालः
35576,स्वातंत्र्यसैनिकः
7006,अधिकारी
25693,पुरम्
5723,ग्रन्थकारः
21838,पौराणिकपुरुषः
12155,वक्तव्यम्
12484,लता
26644,भवनम्
22201,सेनाध्यक्षः
21510,आम्रः
23430,विवरणम्
29895,ऋषिः
799,मञ्चः
3204,क्षुपा
8209,पात्रम्
33139,शाला
35109,वीक्षा
8849,वधः
31588,कुरुवंशी
707,अङ्कः
957,संस्कारः
13,दुष्कर्म
226,ग्रहः
11306,नक्षत्रम्
38841,जीवनकालः
25164,पुरम्
18409,दशा
25239,पुरम्
1079,प्रमाणम्
3597,प्राकृतिकघटना
1249,प्राणी
17353,माणवकः
32908,पौराणिकस्त्री
35424,विभागः
4148,प्राकृतिकवस्तु
31610,पौराणिकस्त्री
7858,मलः
3728,क्रिया
1275,स्त्री
14789,मनुष्यः
39029,सदाचारः
11894,निवासी
33200,व्याधिः
11304,नक्षत्रम्
33075,वस्तुः
37608,ऊर्जा
30475,देशः
10757,सुषिर-वाद्यम्
4384,गर्तः
9281,दशा
8903,पटसूत्रम्
5501,क्रिया
3894,वादकः
15608,प्राणी
22743,शारीरिकभागः
7646,पौराणिकस्थानम्
8128,कर्म
21324,असुरः
3755,क्रिया
12100,प्राकृतिकवस्तु
34170,दशा
30779,मुहूर्तः
36177,जलम्
29687,कर्म
23540,पटम्
24250,राजधानी
5540,परम्परा
3634,आचार्या
30184,असुरः
858,मनुष्यः
31362,क्रिया
32311,मनुष्यः
26373,वृत्तम्
34218,पूर्वजः
22287,कर्म
30377,पर्वतः
24405,वृत्तम्
7207,नियुक्तिः
1665,केशसमूहः
33693,गण्डः
17501,वातरोगः
1786,कर्म
28186,युथः
4465,कृषि-उपकरणम्
16025,रागिणी
4441,पशुः
2078,पद्धतिः
24605,असुरः
3674,मनुष्यः
2308,क्रीडा
23965,राजधानी
475,प्राकृतिकवस्तु
24024,राजधानी
30135,मानवकृति
12030,प्रसेवकः
3823,दशा
7991,क्रिया
389,कोष्ठकचिह्नम्
22236,असुरः
8307,मनुष्यः
34724,दशा
9565,मानवकृति
3443,कर्म
7401,पटम्
35756,पुरम्
8731,पदाधिकारी
6002,कीटकः
37473,दृष्टिः
35920,क्रिया
24845,पुरम्
9095,वृक्षः
1030,मेघमाला
29904,वृत्तम्
29496,राक्षसी
39505,मण्डलम्
31131,वृत्तम्
10131,शब्दालङ्कारः
8180,प्रौढः
3106,सम्भावना
31286,अप्सरसः
11056,बीजगुप्तिः
31005,मात्राछन्दः
35342,वित्तकोषः
40549,क्षुपः
25307,मण्डलम्
24201,पुरम्
21477,विपञ्ची
22640,उपकरणम्
15763,सङ्ख्या
8860,अङ्गवः
9839,इच्छा
3826,धनम्
24011,चित्रम्
15556,क्रिया
38308,सुचीरम्
17920,यज्ञः
7573,प्रार्थना
29574,मात्राछन्दः
3783,पुरुषः
22485,वाद्यम्
25152,मण्डलम्
24791,पुरम्
39780,मन्त्रालयः
27153,मात्रा
35744,निर्गमनम्
15795,सङ्ख्या
14187,पात्रम्
8182,कार्यालयम्
30958,जाति
17852,पौराणिकवस्तु
24015,राजधानी
1890,कृषिकर्म
31824,चूर्णकम्
4897,मानवकृति
37866,विवरणम्
4879,क्षुपः
37323,छन्दः
11962,पुष्पम्
35313,वित्तकोषः
3377,स्थलम्
3165,पौराणिकपुरुषः
25221,मण्डलम्
20088,निवासी
2052,मानम्
24986,पुरम्
1182,उपकरणम्
231,क्षेत्रम्
26578,नदी
24106,ग्रन्थिः
15527,जीरकः
4489,कीटकः
8098,स्थानम्
32676,वर्षा
12099,अनुकरणम्
26341,पौराणिकपुरुषः
412,मानवकृति
728,फलदाता
22319,अनुपलब्धिः
39282,लेख्यपत्रम्
25115,मण्डलम्
20911,आकृतिः
6808,स्रवितम्
12895,मनुष्यः
8953,पात्रम्
11514,सङ्ख्या
3528,गजः
25867,पुरम्
8490,कर्म
30285,गन्त्रम्
3602,पात्रम्
3698,नेता
25888,मण्डलम्
31869,पौराणिकपुरुषः
26570,नदी
21845,पौराणिकपुरुषः
15333,आनन्दम्
7029,फलम्
4149,मानवकृति
31726,अनुपलब्धिः
15490,कर्म
27076,सुरनारी
15149,नृत्यम्
21412,असुरः
27769,गणः
30869,शोभा
32421,पौराणिकपुरुषः
24738,मण्डलम्
5469,मूलम्
5547,राज्यम्
27067,लोकः
2088,सारः
30904,असुरः
33017,देवः
31185,प्राकारः
33809,गृहम्
29206,आप्तः
23437,पौराणिकजीवः
35191,उपायः
16132,रागिणी
24544,मण्डलम्
15788,वृष्टिः
22266,असुरः
31103,दशा
1269,जलयानम्
37494,गणः
4425,उपकरणम्
32093,मूत्राघातः
33663,आक्रमणम्
14596,स्तूपः
10530,युथः
26071,मण्डलम्
30956,प्रकरणम्
25872,मण्डलम्
28274,विनोदनम्
22101,हस्ताभूषणम्
21160,अप्सरसः
21594,पौराणिकपुरुषः
141,कर्म
35355,उपचारः
34406,मनुष्यः
9206,यन्त्रम्
30608,काण्डः
6302,क्षुपः
1148,श्रेणी
35002,अनुष्ठानम्
29985,पौराणिकपुरुषः
24712,मण्डलम्
23036,नदी
22138,अनुपलब्धिः
546,उपकरणम्
38422,जाति
32370,पौराणिकपुरुषः
10939,वायुः
35157,उच्चारणम्
5236,वस्तुः
37393,पात्रम्
21673,आम्रम्
22329,यक्षिणी
2684,आश्रयः
12276,अङ्गम्
1085,व्याधिः
16174,रागिणी
27524,ज्ञानम्
2676,दैवम्
26337,पौराणिकपुरुषः
11029,यन्त्रम्
1719,मनुष्यः
2569,क्रियारूपम्
33393,आपद्
31997,पौराणिकपुरुषः
25123,पुरम्
2154,कर्णभूषणम्
37515,पत्रम्
26058,मण्डलम्
25759,फलम्
21120,अप्सरसः
39123,स्त्री
35087,प्रख्यापनम्
25942,पुरम्
31741,वृत्तम्
11803,इच्छा
21611,आम्रम्
34557,इच्छुक
3509,मनोदशा
23215,वक्ता
4368,पदार्थः
29188,आप्तः
26087,पुरम्
15258,राजधानी
31884,स्त्री
14045,धारणा
11268,उत्सवः
29771,शिवगणः
23253,घनः
13700,धारणा
8645,जाति
33963,कर्म
32466,पौराणिकपुरुषः
25998,मण्डलम्
40089,धूमः
32650,विक्रेता
35458,गृहम्
1617,पद्धतिः
38000,भक्षणम्
16711,गजः
21368,गन्धर्वः
15717,सङ्ख्या
15232,आनन्दः
24690,मण्डलम्
29418,शिवगणः
5932,उत्तालः
31405,वृत्तम्
3772,मनुष्यः
31351,स्वरः
10628,मानवकृति
24642,मण्डलम्
24224,साधुः
13157,मनुष्यः
12123,बाह्य-शारीरिक-भागः
29451,असुरः
37073,दिवसः
32518,धनम्
13863,दशा
924,पक्षः
10410,शास्त्रविद्
13711,सङ्ख्या
24483,पुरम्
22539,ग्रहदशा
30821,तडागः
24760,पुरम्
17622,मणिः
34997,पदार्थः
36066,पत्रिका
23951,रचना
7544,अन्नम्
29439,असुरः
35842,पुरम्
22226,अप्सरसः
9291,शारीरिकक्रिया
25265,क्रिया
24894,पुरम्
35792,राज्यमन्त्री
22364,अनुपलब्धिः
39775,मन्त्रालयः
11281,नक्षत्रम्
36233,चित्रक्रिया
37572,वर्ग
32660,वृत्तम्
29375,असुरः
32785,शब्दः
22405,पिपिली
18302,तिलः
24999,मण्डलम्
4234,कपोतः
34343,प्रस्तारः
10318,भोजनम्
29448,असुरः
22384,प्रवर्तकः
8743,उदयः
32135,चलनम्
4337,कमलम्
24883,पुरम्
30123,आप्तः
33106,लम्बः
25375,मण्डलम्
2732,दशा
471,शारीरिकभागः
26269,जाति
29364,असुरः
27966,प्रबन्धः
5918,व्याधिः
34677,पुरम्
34434,उपवासः
18265,नदी
17693,जालम्
24942,पुरम्
4157,शब्दः
4061,अस्थि
1057,भक्तिः
92,वृजनम्
7903,मुद्रा
40023,अगदः
7309,पर्वतः
35217,उपकरणम्
39965,श्रेणी
38787,शस्त्रक्रिया
10524,कण्टकी-क्षुपः
31253,वृत्तम्
38997,प्राणी
33096,विनाशः
5634,कर्णभूषणम्
31919,कर्म
6932,मनुष्यः
11352,शारीरिकक्रिया
24866,पुरम्
7350,मुद्रा
32900,नृपः
1553,तन्त्रम्
29813,वृत्तम्
29983,स्त्री
30767,अग्निजिह्वा
10323,कर्म
15536,वृक्षः
29356,असुरः
13928,मनुष्यः
7658,मनुष्यः
11110,दशा
5641,मानवकृति
23797,तीर्थस्थानम्
29244,आप्तः
37968,धारणम्
1788,वेशः
17300,दुन्दुभिः
23737,नियन्त्रणम्
10475,सिद्धान्तः
21543,आम्रम्
4141,तज्ज्ञः
36679,समुत्सवः
21981,पौराणिकस्त्री
33497,स्वरः
28396,वर्ग
21749,वस्तुः
16338,मार्गः
23705,अर्थः
4009,छेदनी
32926,कर्म
3799,झञ्झावातः
10319,शास्त्रविद्
4263,देवः
30358,पुरम्
10454,नीतिः
2941,मनोदशा
32084,अनुपलब्धिः
24347,राजधानी
33985,समाप्तिः
1852,अहङ्कारः
33983,असुरः
8677,गृहम्
8578,पदम्
28950,लगुडः
6449,दशा
31470,नल्ल
14620,वृक्षः
26527,असुरः
22259,राक्षसी
9906,कन्दमूलम्
21311,आम्रम्
14095,स्त्री
13044,अनुमोदनम्
23821,सन्निपातः
16971,नदी
15904,कर्म
21527,सप्तपर्णः
17421,अधिकारी
2105,अमूर्तवस्तु
1952,मनुष्यः
12378,पुरुषः
4498,सर्वकारः
37922,चिह्नम्
16771,उपवासः
23817,खगः
7802,अनुभवः
13081,दशा
13797,सङ्ख्या
22437,अनुपलब्धिः
28422,संस्थानम्
15519,पुष्पम्
16416,एकादशी
3794,मनोभावः
21358,पौराणिकपुरुषः
5929,मनुष्यः
30882,लता
21309,आम्रम्
16259,पदार्थः
27110,स्थलम्
23935,राजधानी
21116,अप्सरसः
32431,प्रवीणः
39873,मण्डम्
23030,साधुः
24685,मण्डलम्
32806,फकीरः
1044,वाद्यम्
23683,कर्म
33542,सर्पः
27016,लिपी
31353,गीतम्
23754,फकीरः
1083,ध्वजः
22191,रागिणी
2110,नभः
624,पैठिकरङ्गः
12139,रीतिः
21794,परिवर्तनम्
29468,असुरः
13861,मनोभावना
15119,शास्त्रम्
4614,घोषणा
31012,भाषान्तरम्
30236,कर्म
2986,दशा
25158,पुरम्
26375,पौराणिकस्त्री
11053,अतिच्छत्रः
1434,योग्यता
8369,कर्म
17492,दशा
23685,सिद्धान्तः
13210,खाद्यफलम्
4919,क्रिया
13871,शस्यम्
17731,मनुष्यः
23798,पवित्रस्थानम्
33051,क्रिया
23143,वस्तुः
24370,छन्दः
16027,"रागः	सङ्गीते स्वराणां विशेषेण प्रकारेण तथा च क्रमेण कृतया रचनया भूतः गीतस्य आलेखः।:""भारतीयसङ्गीते षड् रागाः सन्ति इति मन्यते।""	noun:"""""
10210,रीतिः
38949,रूपम्
17318,तीर्थङ्करः
15035,वाद्यम्
32584,आप्तः
1836,लता
24767,मण्डलम्
8439,रसः
37462,लेखकः
34864,स्थलम्
324,परोपकारः
8422,बीजम्
31190,काष्ठम्
28523,कर्म
25142,मण्डलम्
4471,समुदायः
1572,अतिथिः
32587,मुहूर्तः
4072,असुरः
36884,मुखम्
36211,क्रिया
38007,अश्रु
30312,रूपसज्जा
10468,पत्रम्
10197,पदम्
10022,अभिव्यक्तिः
7068,वादकः
9327,समुदायः
17225,व्याधिः
4427,उपायः
33189,राक्षसी
8190,व्याधिः
21077,मुद्रा
39030,खनिज-पदार्थः
10060,क्रिया
28911,देशः
30089,वृत्तम्
32054,अनुपलब्धिः
25380,मण्डलम्
15952,विष्णुः
17462,व्याधिः
11035,मानवकृति
4045,शस्यम्
31321,कालः
24947,पुरम्
7503,मनुष्यः
29751,आप्तः
32082,चक्रम्
8602,उपकरणम्
30981,सङ्कटम्
27892,असुरः
6549,जन्तुऊतकः
29829,असुरः
7444,मनोदशा
35885,खण्डः
22232,पुरुषः
24990,पर्वतः
10223,मानवकृति
6195,कालः
27403,मत्स्यः
5287,सञ्चारः
2612,सुखावस्था
34944,चित्रग्राहिणी
32020,दशा
31567,रक्षकः
21672,खगः
8109,दुर्गुणः
22948,कार्यम्
7915,देवः
6937,वर्ग
9984,लोकगीतम्
31692,कर्म
22299,पौराणिकपुरुषः
30251,वर्णान्धता
38542,शक्तिः
13815,सङ्ख्या
4400,पुत्रः
24922,पुरम्
21603,आम्रः
7741,प्राकृतिकवस्तु
12329,पुस्तकम्
22571,कार्यम्
10247,अगदः
3318,विपरीत
2873,स्त्री
27867,असुरः
7464,सामाजिककार्यम्
8134,कलाकारः
22069,कक्षा
34275,संस्था
16778,रागिणी
2232,मनुष्यः
7771,मण्डलम्
21294,यक्षः
1188,तुरगरथः
29705,पौराणिकपुरुषः
31122,भृङ्गराजः
2198,देवः
4268,खगः
24379,क्षुपः
37822,कर्म
32903,पौराणिकस्त्री
24341,राजधानी
21702,आम्रम्
30063,मनुष्यः
32274,अनुपलब्धिः
6031,घटम्
6721,वक्तव्यम्
563,चुल्लिः
34690,तज्ज्ञः
35085,विभागः
31018,पौराणिकपुरुषः
20998,पौराणिकस्त्री
26514,भाषा
877,अस्त्रधारी
15013,क्षेत्रम्
26119,पुरम्
12010,लेखः
10851,मासः
7269,स्त्री
11686,समुदायः
34121,स्थलम्
16494,कण्ठाभूषणम्
34116,पुष्पम्
8010,पौराणिकपुरुषः
16184,रागिणी
6453,संस्था
24076,शास्त्रविद्
29312,आप्तः
21953,अप्सरसः
39879,क्रिया
8264,कर्म
25974,पुरम्
6340,परिधानीयभागः
4125,खड्गः
702,श्वा
5373,मिष्टान्नम्
33152,पूजा
8111,यन्त्रम्
3555,अन्धःकारः
31088,परिमाणम्
32935,नदी
34960,प्रदूषणम्
16403,पौराणिकस्त्री
9587,कर्म
34773,मनोदशा
8060,ओषधिः
2197,लता
36618,ग्रामः
29928,आप्तः
1507,भवनम्
30258,क्षुपः
32674,आर्द्रकम्
6405,जाति
35634,पत्रम्
7288,कर्म
35021,पत्रम्
17270,षष्ठी
14321,पौराणिकपुरुषः
10829,यन्त्रम्
7918,गौः
22009,पौराणिकपुरुषः
25657,सदापर्णवृक्षः
10772,शावकः
10525,प्रबन्धः
32228,मन्त्र
14545,भाषा
18051,सुषिर-वाद्यम्
806,प्रावरणम्
31478,कुरुवंशी
24236,संस्थानम्
30080,आप्तः
17618,वाद्यम्
2818,क्रोधः
29808,आप्तः
3329,सम्बन्धः
1738,अध्यक्षः
29506,पौराणिकपुरुषः
22284,कर्म
27052,युथः
28696,कर्म
7266,पौराणिकस्त्री
33597,मनुष्यः
10936,विभागः
3302,मनोदशा
15146,क्षुपः
29919,आप्तः
40575,वंशः
640,चन्दनम्
31659,शस्यम्
39506,पुरम्
29437,राक्षसी
1474,नदी
38547,वस्तुः
784,दशा
29500,राक्षसी
4014,खड्गः
4132,देवः
566,कर्म
34922,प्रस्तारः
36344,पेयम्
23970,राजधानी
8883,भवनम्
1829,नैपुण्यम्
10200,मनुष्यः
7591,चिह्नम्
31534,भृत्यः
34609,क्षेत्रम्
5603,नेत्ररोगः
25886,मण्डलम्
17348,वर्णनम्
28852,अगदः
20665,क्रिया
11117,उपकरणम्
32882,क्षेत्रम्
34771,संस्था
5947,वार्तालापम्
29889,ऋषिः
30784,ब्रह्मा
17339,तीर्थङ्करः
9065,मनुष्यः
30895,मात्राछन्दः
24841,पुरम्
10611,समुदायः
4130,भण्डम्
16925,व्याधिः
29790,आप्तः
32875,वेतनम्
31003,मात्राछन्दः
12411,वृक्षः
25844,मण्डलम्
37998,कालः
21593,आम्रम्
5182,भण्डम्
3135,स्त्री
6566,निर्वाचकः
6189,शस्यम्
29621,आप्तः
33736,आरोहक
1937,वितरणम्
21385,निवासी
23564,लेखः
38571,मनुष्यः
31357,पद्धतिः
6146,कणः
25135,मण्डलम्
5817,आनद्धवाद्यम्
12270,मानवकृति
30806,नदी
5337,कर्म
36227,अपकारः
27107,पदार्थः
8842,स्थलम्
915,सद्गुणः
30557,शाला
10596,विशेषता
30596,अप्राचुर्यम्
25855,मण्डलम्
12694,भाषा
25215,मण्डलम्
10572,आरोग्यशाला
14683,असुरः
501,उल्का
23323,क्रिया
3836,ज्ञानम्
28900,प्राणी
31063,दशा
32198,अष्टतालः
31384,पत्नी
40116,वस्तुः
7721,कुसूलः
24684,मण्डलम्
16887,रागिणी
28683,शिवगणः
9146,भ्रमः
38008,शाखा
4995,मिष्टान्नम्
35778,दूरता
35861,मात्रा
10775,दुःखावस्था
16598,व्याधिः
706,अङ्कः
10086,खण्डः
5533,खड्गः
904,उपस्थितिः
380,चिह्नम्
23975,मद्यम्
14833,कर्म
31547,कुरुवंशी
319,प्राकृतिकवस्तु
38229,वार्तापत्रम्
25243,पुरम्
27877,पौराणिकपुरुषः
29424,तन्तुवाद्यम्
4695,अन्नम्
24584,मण्डलम्
25873,पुरम्
23272,अनुपलब्धिः
5797,शब्दः
151,खण्डः
29884,गन्धर्वी
4090,भाषा
3424,कर्म
11338,लेखः
29760,दशा
36973,शुल्कम्
11129,उद्योगः
34500,राजनैतिकदलम्
29218,महर्षिः
30311,वृत्तम्
35323,आयोगः
8887,रचना
23310,शावकः
4859,कालः
22298,शिवगणः
22734,व्यापारिकः
3137,अधःपतनम्
4374,सन्धिपादजन्तुः
482,धातुः
9163,भाषा
26059,पुरम्
11401,मनुष्यः
29976,आप्तः
27125,मनुष्यः
28364,स्थितिः
29800,असुरः
30992,शासनम्
1020,शिखरम्
623,पैठिकरङ्गः
14173,क्षुपः
11448,स्त्री
5145,वृक्षः
13985,दशा
2089,चौर्यम्
18096,मनुष्यः
24628,पुष्पम्
8810,मनुष्यः
3364,शब्दः
807,शासनम्
6039,शस्त्रम्
23046,स्तम्भः
24613,मण्डलम्
25927,पुरम्
30613,काण्डः
12580,मनोभावः
16145,"रागः	सङ्गीते स्वराणां विशेषेण प्रकारेण तथा च क्रमेण कृतया रचनया भूतः गीतस्य आलेखः।:""भारतीयसङ्गीते षड् रागाः सन्ति इति मन्यते।""	noun:"""""
22527,शारीरिकक्रिया
8819,सङ्ख्या
30114,असुरः
10432,क्रिया
29433,आसुरी
21266,असुरः
39919,कार्यशाला
35741,मण्डलम्
3961,कन्दरः
25263,वृत्तम्
32750,वृक्षः
14112,निर्माता
10065,शास्त्रविद्
6649,खण्डः
25999,पुरम्
8753,मानवकृति
1416,अनुसंधानम्
11887,कारकम्
36149,यात्रा
35953,क्रिया
35429,निदेशालय
4648,पदार्थः
34819,क्षारः
35691,स्तम्भः
29401,पौराणिकपुरुषः
24737,पुरम्
9262,शारीरिकभागः
5307,जरायुजजन्तुः
1640,तन्तुः
28679,जाति
29386,असुरः
3782,अनुचरी
34132,वर्तुलम्
5246,वृक्षः
31028,विधवा
26766,कर्म
17341,प्राणी
2604,असामाजिक-कार्यम्
12483,क्षुपः
11334,युगम्
3857,कर्म
18092,लता
7435,शास्त्रम्
38287,नीतिज्ञः
36207,विज्ञानम्
4188,धातुघटः
2526,अननुज्ञा
5995,राष्ट्रध्वजः
13724,सङ्ख्या
38125,मायूखवृत्तकः
24491,पुरम्
26039,पुरम्
24821,मण्डलम्
7649,करजम्
26658,वस्तुः
3115,कर्म
31950,पौराणिकपुरुषः
30144,कुरुवंशी
22778,मनुष्यः
35918,क्रिया
18225,व्याधिः
7035,मञ्जरी
6707,देशः
28000,ऋषिः
33144,क्रोधः
1404,पौराणिकस्त्री
31595,तिथिः
39927,खण्डः
8324,पौराणिकस्त्री
35389,संस्था
31856,नागः
22583,व्याधिः
26517,भावः
4230,रासायनिकपदार्थः
33211,वर्ग
25000,पुरम्
21700,आम्रः
26716,मनोभावः
24498,अवतारः
21233,असुरः
34136,समुदायः
30892,पौराणिकस्त्री
16764,दशा
16665,शीर्षम्
13716,सङ्ख्या
8454,निरीक्षणम्
29240,ओषधिः
2885,मापकः
34317,क्षुपः
39154,पूजा
25504,ज्ञानम्
35341,समूहः
15202,पापम्
8678,ग्रहपीडनम्
6122,युथः
18216,व्याधिः
1685,अनुभूतिः
25070,मण्डलम्
5450,उपकरणम्
24730,मण्डलम्
3143,वृक्षः
3388,विशेषता
30632,जलम्
26641,उपकरणम्
3499,सुरनारी
24984,पुरम्
6463,दशा
233,क्षेत्रम्
25905,मण्डलम्
6151,अन्नम्
20161,धर्मः
26189,अप्सरसः
34393,मुक्तिः
36721,दुष्प्रभावः
6085,क्षेत्रम्
22478,अर्थालङ्कारः
22448,व्याधिः
5114,शिला
21133,पौराणिकपुरुषः
2163,जरायुजजन्तुः
14325,नदी
10058,स्थलम्
30383,नदी
33046,नागः
30685,विहारस्थलानि
21126,मुद्रा
3304,तृणम्
31796,मात्राछन्दः
3145,भित्तिः
4119,शाला
7652,कालमापकम्
9851,क्षुपः
22399,ओषधिः
24878,पुरम्
12891,मनुष्यः
5782,पत्नी
7758,स्थलम्
5081,पुरम्
32863,भाषा
4476,विक्रेता
37805,सन्धानम्
33109,प्रहेलिका
2991,लोहसुषिः
5866,कर्म
23461,निग्रहस्थानम्
21623,आम्रः
8523,वाक्यम्
25892,मण्डलम्
34185,निवासी
32666,घटना
36208,शब्दः
2804,कर्म
11614,शास्त्रम्
12203,शारीरिकक्रिया
7757,यात्रिकः
35982,सीमा
17402,कर्म
4639,अन्नम्
31081,गर्भः
29478,महर्षिः
2508,अविद्या
40068,मार्गः
32242,वृत्तम्
26629,गीतम्
29204,आप्तः
20884,दिग्गजः
17139,प्रमेहः
38398,परिवर्तनम्
10927,विद्यालयः
26396,पौराणिकस्त्री
39828,रक्तः
9535,खनिज-पदार्थः
33643,कर्म
27449,क्षेत्रम्
4424,उपकरणम्
29811,पौराणिकपुरुषः
108,मनःप्रक्रिया
6262,मञ्जूषा
26075,मण्डलम्
15933,सूत्रम्
21918,स्त्री
4764,राज्यम्
